TIPOINTERVENTO;Tipo intervento;LONGITUDINE;LATITUDINE
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.19380518567;45.5019109806
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.22555558318;45.4697534761
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.21776306194;45.4421641571
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.2127069259;45.4749916235
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.23229364038;45.486208461
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.18686795394;45.487001841
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.18973974412;45.4853726265
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.24498670729;45.5092507507
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.1711689195;45.4530399827
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.17531246583;45.4579823513
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.19265020144;45.4805218841
PDC 1.4 interventi assoggettati a SCIA per i quali (Art. 22 - c. 7 DPR 380/01) e' facolta' dell'avente titolo richiedere il rilascio del permesso di costruire (*). Specificare il tipo d'intervento: .........................................................................................;Variazione interna o esterna;9.20842318369;45.5154977008
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.184308914;45.4984580304
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.21776306194;45.4421641571
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.21776306194;45.4421641571
SCIA Art. 22 dpr 380/01: 3 interventi di ristrutturazione edilizia (leggera) di cui all'articolo 3  comma 1  lettera d) del DPR 380/01 rivolti a trasformare gli organismi edilizi mediante un insieme sistematico di opere che possono portare ad un organismo edilizio in tutto o in parte diverso dal precedente ad esclusione dei casi di cui all'art. 10 comma 1 lettera c) del D.P.R. 380/2001 (Attività n. 7 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera c) del d.P.R. n. 380/01 );Altro;9.24193693453;45.4771847862
PDC 1.4 interventi assoggettati a SCIA per i quali (Art. 22 - c. 7 DPR 380/01) e' facolta' dell'avente titolo richiedere il rilascio del permesso di costruire (*). Specificare il tipo d'intervento: .........................................................................................;Variazione interna o esterna;9.18591484967;45.4923570352
PDC 1.1.6 Nuova costruzione [DPR 380/01 - Art.3 - c. 1 - lett. e]: interventi pertinenziali che le norme tecniche degli strumenti urbanistici -in relazione alla zonizzazione e al pregio ambientale e paesaggistico delle aree- qualifichino come interventi di nuova costruzione ovvero che comportino la realizzazione di un volume superiore al 20% del volume dell'edificio principale (Attivita' n. 17 - Tabella A - Sez. II del d.lgs. 222/2016);Nuova costruzione;9.21491569989;45.4662033803
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.22171877884685;45.476246774439
SCIA Art. 22 dpr 380/01: 2 interventi di restauro e risanamento conservativo (pesante) di cui all'articolo 3  comma 1  lettera c) del d.P.R. n. 380/2001 qualora riguardino le parti strutturali dell'edificio (Attività n. 6 - Tabella A - Sez. I del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera b) del d.P.R. n. 380/2001 );Restauro o risanamento;9.20498630249;45.4559708241
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.24674183565;45.4516085001
PDC 1.4 interventi assoggettati a SCIA per i quali (Art. 22 - c. 7 DPR 380/01) e' facolta' dell'avente titolo richiedere il rilascio del permesso di costruire (*). Specificare il tipo d'intervento: .........................................................................................;Variazione interna o esterna;9.17797264069;45.4805568774
CILA 2 -  Interventi di restauro e risanamento conservativo di cui all'articolo 3 - comma 1 - lettera c) del d.P.R. n. 380/2001 qualora non riguardino parti strutturali dell'edificio (Attività n. 5 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222);Restauro o risanamento;9.22345241123;45.4909228351
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.20781585952004;45.4967550223665
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.19136988867564;45.4883191072952
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.16572160142;45.5076279973
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.25130041694;45.5173984058
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.22795125102;45.4926635247
PDC 1.4 interventi assoggettati a SCIA per i quali (Art. 22 - c. 7 DPR 380/01) e' facolta' dell'avente titolo richiedere il rilascio del permesso di costruire (*). Specificare il tipo d'intervento: .........................................................................................;Variazione interna o esterna;9.23034604383;45.469188329
PDC 1.4 interventi assoggettati a SCIA per i quali (Art. 22 - c. 7 DPR 380/01) e' facolta' dell'avente titolo richiedere il rilascio del permesso di costruire (*). Specificare il tipo d'intervento: .........................................................................................;Variazione interna o esterna;9.17481902436;45.5010753693
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.20165386223537;45.4637043948019
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.22527825634;45.4693098149
CILA 8 -  Altri interventi non riconducibili all'elenco di cui agli articoli 6/10/22 del d.P.R. 6 giugno 2001 n. 380 [Attività n. 30 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222] (specificare il tipo di intervento) ..........................................................................................................................................;Altro;9.2157;45.5208
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.18013085603;45.4988261936
PDC 1.4 interventi assoggettati a SCIA per i quali (Art. 22 - c. 7 DPR 380/01) e' facolta' dell'avente titolo richiedere il rilascio del permesso di costruire (*). Specificare il tipo d'intervento: .........................................................................................;Variazione interna o esterna;9.16342076389;45.490494568
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.19398102448;45.4753557679
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.18705645598;45.4955069885
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.21340280542;45.470083767
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.22555558318;45.4697534761
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.16538301074;45.463634444
SCIA art. 23 DPR 380/01: 2 interventi di nuova costruzione o di ristrutturazione urbanistica qualora siano disciplinati da piani attuativi/accordi negoziali aventi valore di piano attuativo che contengano precise disposizioni plano-volumetriche/tipologiche/formali/costruttive la cui sussistenza sia stata esplicitamente dichiarata dal competente organo comunale in sede di approvazione degli stessi piani o di ricognizione di quelli vigenti (Attività n. 10 - Tabella A - Sez. II del d.lgs. 222/2016);Nuova costruzione;9.2398;45.4433
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.17496742144382;45.4417477047565
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.18443970301;45.4770124558
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.17867404328;45.4472488059
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001)+SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Variazione interna o esterna;9.16913326715;45.4657440942
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.19536719602;45.5168298159
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.19312531357;45.4979043967
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.18382346503;45.4888671595
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.20381386271;45.4488301374
PDC 1.4 interventi assoggettati a SCIA per i quali (Art. 22 - c. 7 DPR 380/01) e' facolta' dell'avente titolo richiedere il rilascio del permesso di costruire (*). Specificare il tipo d'intervento: .........................................................................................;Variazione interna o esterna;9.18426887381;45.4799158268
CILA 2 -  Interventi di restauro e risanamento conservativo di cui all'articolo 3 - comma 1 - lettera c) del d.P.R. n. 380/2001 qualora non riguardino parti strutturali dell'edificio (Attività n. 5 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222);Restauro o risanamento;9.16534306916;45.445775865
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.18475539359;45.5037631279
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.18152512668;45.4779251917
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.17642496537;45.4676762317
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.12890303836;45.498060387
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.18426041393;45.4989251786
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.17513898942;45.4639717851
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.19237013578;45.5151672854
SCIA Art. 22 dpr 380/01: 3 interventi di ristrutturazione edilizia (leggera) di cui all'articolo 3  comma 1  lettera d) del DPR 380/01 rivolti a trasformare gli organismi edilizi mediante un insieme sistematico di opere che possono portare ad un organismo edilizio in tutto o in parte diverso dal precedente ad esclusione dei casi di cui all'art. 10 comma 1 lettera c) del D.P.R. 380/2001 (Attività n. 7 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera c) del d.P.R. n. 380/01 );Altro;9.16959015024;45.4891499393
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.1913044612;45.4508059422
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.18301430973;45.488477265
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.15131764994;45.4952869537
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.18073239339;45.4566667711
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.21698606513;45.4517793911
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.17025482193;45.5026062667
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici;Manutenzione straordinaria;9.20711694116;45.4786151667
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.19835045015;45.5082578521
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.13778925591;45.4836038187
CILA 8 -  Altri interventi non riconducibili all'elenco di cui agli articoli 6/10/22 del d.P.R. 6 giugno 2001 n. 380 [Attività n. 30 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222] (specificare il tipo di intervento) ..........................................................................................................................................;Altro;9.22620396374;45.5052302561
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.20912616123;45.5074681538
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.20653234381;45.4483122588
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.19281645162;45.4947159767
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.18441049878;45.498163207
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.14977139113;45.4577016876
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.21632324761;45.4577464681
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.22098407323;45.4654680528
