Municipio;Codice area;VIA;LOCALITA;SPECIFICA_LOCALITA;Tipo;Mese;Orario apertura;Orario chiusura;Note;Longitudine;Latitudine;Location
4;4116;via;Montemartini;area a verde;Basket;MARZO;;;;9.228436609;45.43628875;45.43628875, 9.228436609
4;4116;via;Montemartini;area a verde;Basket;APRILE;;;;9.228436609;45.43628875;45.43628875, 9.228436609
4;4116;via;Montemartini;area a verde;Basket;MAGGIO;;;;9.228436609;45.43628875;45.43628875, 9.228436609
4;4116;via;Montemartini;area a verde;Basket;GIUGNO;;;;9.228436609;45.43628875;45.43628875, 9.228436609
4;4116;via;Montemartini;area a verde;Basket;LUGLIO;;;;9.228436609;45.43628875;45.43628875, 9.228436609
4;4116;via;Montemartini;area a verde;Basket;AGOSTO;;;;9.228436609;45.43628875;45.43628875, 9.228436609
4;4116;via;Montemartini;area a verde;Basket;SETTEMBRE;;;;9.228436609;45.43628875;45.43628875, 9.228436609
4;4116;via;Montemartini;area a verde;Basket;OTTOBRE;;;;9.228436609;45.43628875;45.43628875, 9.228436609
4;4116;via;Montemartini;area a verde;Basket;NOVEMBRE;;;;9.228436609;45.43628875;45.43628875, 9.228436609
4;4116;via;Montemartini;area a verde;Basket;DICEMBRE;;;;9.228436609;45.43628875;45.43628875, 9.228436609
4;4127;via;Rogoredo;area a verde;Calcio a 7;GENNAIO;6:30;22;;9.243441734;45.43096372;45.43096372, 9.243441734
4;4127;via;Rogoredo;area a verde;Calcio a 7;FEBBRAIO;6:30;22;;9.243441734;45.43096372;45.43096372, 9.243441734
4;4127;via;Rogoredo;area a verde;Calcio a 7;MARZO;6:30;22;;9.243441734;45.43096372;45.43096372, 9.243441734
4;4127;via;Rogoredo;area a verde;Calcio a 7;APRILE;6:30;23;;9.243441734;45.43096372;45.43096372, 9.243441734
4;4127;via;Rogoredo;area a verde;Calcio a 7;MAGGIO;6:30;23;;9.243441734;45.43096372;45.43096372, 9.243441734
4;4127;via;Rogoredo;area a verde;Calcio a 7;GIUGNO;6:30;23;;9.243441734;45.43096372;45.43096372, 9.243441734
4;4127;via;Rogoredo;area a verde;Calcio a 7;LUGLIO;6:30;23;;9.243441734;45.43096372;45.43096372, 9.243441734
4;4127;via;Rogoredo;area a verde;Calcio a 7;AGOSTO;6:30;23;;9.243441734;45.43096372;45.43096372, 9.243441734
4;4127;via;Rogoredo;area a verde;Calcio a 7;SETTEMBRE;6:30;23;;9.243441734;45.43096372;45.43096372, 9.243441734
4;4127;via;Rogoredo;area a verde;Calcio a 7;OTTOBRE;6:30;23;;9.243441734;45.43096372;45.43096372, 9.243441734
4;4127;via;Rogoredo;area a verde;Calcio a 7;NOVEMBRE;6:30;22;;9.243441734;45.43096372;45.43096372, 9.243441734
4;4127;via;Rogoredo;area a verde;Calcio a 7;DICEMBRE;6:30;22;;9.243441734;45.43096372;45.43096372, 9.243441734
4;4157;parco;Alessandrini;;Bocce;GENNAIO;6:30;20;;9.228133281;45.44998997;45.44998997, 9.228133281
4;4157;parco;Alessandrini;;Bocce;FEBBRAIO;6:30;20;;9.228133281;45.44998997;45.44998997, 9.228133281
4;4157;parco;Alessandrini;;Bocce;MARZO;6:30;21;;9.228133281;45.44998997;45.44998997, 9.228133281
4;4157;parco;Alessandrini;;Bocce;APRILE;6:30;21;;9.228133281;45.44998997;45.44998997, 9.228133281
4;4157;parco;Alessandrini;;Bocce;MAGGIO;6:30;22;;9.228133281;45.44998997;45.44998997, 9.228133281
4;4157;parco;Alessandrini;;Bocce;GIUGNO;6:30;23:30;;9.228133281;45.44998997;45.44998997, 9.228133281
4;4157;parco;Alessandrini;;Bocce;LUGLIO;6:30;23:30;;9.228133281;45.44998997;45.44998997, 9.228133281
4;4157;parco;Alessandrini;;Bocce;AGOSTO;6:30;23:30;;9.228133281;45.44998997;45.44998997, 9.228133281
4;4157;parco;Alessandrini;;Bocce;SETTEMBRE;6:30;23:30;;9.228133281;45.44998997;45.44998997, 9.228133281
4;4157;parco;Alessandrini;;Bocce;OTTOBRE;6:30;21;;9.228133281;45.44998997;45.44998997, 9.228133281
4;4157;parco;Alessandrini;;Bocce;NOVEMBRE;6:30;21;;9.228133281;45.44998997;45.44998997, 9.228133281
4;4157;parco;Alessandrini;;Bocce;DICEMBRE;6:30;20;;9.228133281;45.44998997;45.44998997, 9.228133281
4;4157;parco;Alessandrini;;Bocce;GENNAIO;6:30;20;;9.228199009;45.45005213;45.45005213, 9.228199009
4;4157;parco;Alessandrini;;Bocce;FEBBRAIO;6:30;20;;9.228199009;45.45005213;45.45005213, 9.228199009
4;4157;parco;Alessandrini;;Bocce;MARZO;6:30;21;;9.228199009;45.45005213;45.45005213, 9.228199009
4;4157;parco;Alessandrini;;Bocce;APRILE;6:30;21;;9.228199009;45.45005213;45.45005213, 9.228199009
4;4157;parco;Alessandrini;;Bocce;MAGGIO;6:30;22;;9.228199009;45.45005213;45.45005213, 9.228199009
4;4157;parco;Alessandrini;;Bocce;GIUGNO;6:30;23:30;;9.228199009;45.45005213;45.45005213, 9.228199009
4;4157;parco;Alessandrini;;Bocce;LUGLIO;6:30;23:30;;9.228199009;45.45005213;45.45005213, 9.228199009
4;4157;parco;Alessandrini;;Bocce;AGOSTO;6:30;23:30;;9.228199009;45.45005213;45.45005213, 9.228199009
4;4157;parco;Alessandrini;;Bocce;SETTEMBRE;6:30;23:30;;9.228199009;45.45005213;45.45005213, 9.228199009
4;4157;parco;Alessandrini;;Bocce;OTTOBRE;6:30;21;;9.228199009;45.45005213;45.45005213, 9.228199009
4;4157;parco;Alessandrini;;Bocce;NOVEMBRE;6:30;21;;9.228199009;45.45005213;45.45005213, 9.228199009
4;4157;parco;Alessandrini;;Bocce;DICEMBRE;6:30;20;;9.228199009;45.45005213;45.45005213, 9.228199009
4;4157;parco;Alessandrini;;Bocce;GENNAIO;6:30;20;;9.228264352;45.45011433;45.45011433, 9.228264352
4;4157;parco;Alessandrini;;Bocce;FEBBRAIO;6:30;20;;9.228264352;45.45011433;45.45011433, 9.228264352
4;4157;parco;Alessandrini;;Bocce;MARZO;6:30;21;;9.228264352;45.45011433;45.45011433, 9.228264352
4;4157;parco;Alessandrini;;Bocce;APRILE;6:30;21;;9.228264352;45.45011433;45.45011433, 9.228264352
4;4157;parco;Alessandrini;;Bocce;MAGGIO;6:30;22;;9.228264352;45.45011433;45.45011433, 9.228264352
4;4157;parco;Alessandrini;;Bocce;GIUGNO;6:30;23:30;;9.228264352;45.45011433;45.45011433, 9.228264352
4;4157;parco;Alessandrini;;Bocce;LUGLIO;6:30;23:30;;9.228264352;45.45011433;45.45011433, 9.228264352
4;4157;parco;Alessandrini;;Bocce;AGOSTO;6:30;23:30;;9.228264352;45.45011433;45.45011433, 9.228264352
4;4157;parco;Alessandrini;;Bocce;SETTEMBRE;6:30;23:30;;9.228264352;45.45011433;45.45011433, 9.228264352
4;4157;parco;Alessandrini;;Bocce;OTTOBRE;6:30;21;;9.228264352;45.45011433;45.45011433, 9.228264352
4;4157;parco;Alessandrini;;Bocce;NOVEMBRE;6:30;21;;9.228264352;45.45011433;45.45011433, 9.228264352
4;4157;parco;Alessandrini;;Bocce;DICEMBRE;6:30;20;;9.228264352;45.45011433;45.45011433, 9.228264352
4;4165;parco;Formentano;largo Marinai d'Italia;Bocce;GENNAIO;;;;9.216129833;45.46040514;45.46040514, 9.216129833
4;4165;parco;Formentano;largo Marinai d'Italia;Bocce;FEBBRAIO;;;;9.216129833;45.46040514;45.46040514, 9.216129833
4;4165;parco;Formentano;largo Marinai d'Italia;Bocce;MARZO;;;;9.216129833;45.46040514;45.46040514, 9.216129833
4;4165;parco;Formentano;largo Marinai d'Italia;Bocce;APRILE;;;;9.216129833;45.46040514;45.46040514, 9.216129833
4;4165;parco;Formentano;largo Marinai d'Italia;Bocce;MAGGIO;;;;9.216129833;45.46040514;45.46040514, 9.216129833
4;4165;parco;Formentano;largo Marinai d'Italia;Bocce;GIUGNO;;;;9.216129833;45.46040514;45.46040514, 9.216129833
4;4165;parco;Formentano;largo Marinai d'Italia;Bocce;LUGLIO;;;;9.216129833;45.46040514;45.46040514, 9.216129833
4;4165;parco;Formentano;largo Marinai d'Italia;Bocce;AGOSTO;;;;9.216129833;45.46040514;45.46040514, 9.216129833
4;4165;parco;Formentano;largo Marinai d'Italia;Bocce;SETTEMBRE;;;;9.216129833;45.46040514;45.46040514, 9.216129833
4;4165;parco;Formentano;largo Marinai d'Italia;Bocce;OTTOBRE;;;;9.216129833;45.46040514;45.46040514, 9.216129833
4;4165;parco;Formentano;largo Marinai d'Italia;Bocce;NOVEMBRE;;;;9.216129833;45.46040514;45.46040514, 9.216129833
4;4165;parco;Formentano;largo Marinai d'Italia;Bocce;DICEMBRE;;;;9.216129833;45.46040514;45.46040514, 9.216129833
4;4165;parco;Formentano;largo Marinai d'Italia;Volley;GENNAIO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Volley;FEBBRAIO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Volley;MARZO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Volley;APRILE;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Volley;MAGGIO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Volley;GIUGNO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Volley;LUGLIO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Volley;AGOSTO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Volley;SETTEMBRE;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Volley;OTTOBRE;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Volley;NOVEMBRE;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Volley;DICEMBRE;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Basket;GENNAIO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Basket;FEBBRAIO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Basket;MARZO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Basket;APRILE;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Basket;MAGGIO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Basket;GIUGNO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Basket;LUGLIO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Basket;AGOSTO;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Basket;SETTEMBRE;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Basket;OTTOBRE;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Basket;NOVEMBRE;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Basket;DICEMBRE;;;;9.216436519;45.46032362;45.46032362, 9.216436519
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;GENNAIO;;;;9.215412654;45.45992704;45.45992704, 9.215412654
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;FEBBRAIO;;;;9.215412654;45.45992704;45.45992704, 9.215412654
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;MARZO;;;;9.215412654;45.45992704;45.45992704, 9.215412654
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;APRILE;;;;9.215412654;45.45992704;45.45992704, 9.215412654
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;MAGGIO;;;;9.215412654;45.45992704;45.45992704, 9.215412654
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;GIUGNO;;;;9.215412654;45.45992704;45.45992704, 9.215412654
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;LUGLIO;;;;9.215412654;45.45992704;45.45992704, 9.215412654
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;AGOSTO;;;;9.215412654;45.45992704;45.45992704, 9.215412654
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;SETTEMBRE;;;;9.215412654;45.45992704;45.45992704, 9.215412654
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;OTTOBRE;;;;9.215412654;45.45992704;45.45992704, 9.215412654
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;NOVEMBRE;;;;9.215412654;45.45992704;45.45992704, 9.215412654
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;DICEMBRE;;;;9.215412654;45.45992704;45.45992704, 9.215412654
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;GENNAIO;;;;9.216492815;45.46012769;45.46012769, 9.216492815
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;FEBBRAIO;;;;9.216492815;45.46012769;45.46012769, 9.216492815
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;MARZO;;;;9.216492815;45.46012769;45.46012769, 9.216492815
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;APRILE;;;;9.216492815;45.46012769;45.46012769, 9.216492815
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;MAGGIO;;;;9.216492815;45.46012769;45.46012769, 9.216492815
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;GIUGNO;;;;9.216492815;45.46012769;45.46012769, 9.216492815
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;LUGLIO;;;;9.216492815;45.46012769;45.46012769, 9.216492815
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;AGOSTO;;;;9.216492815;45.46012769;45.46012769, 9.216492815
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;SETTEMBRE;;;;9.216492815;45.46012769;45.46012769, 9.216492815
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;OTTOBRE;;;;9.216492815;45.46012769;45.46012769, 9.216492815
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;NOVEMBRE;;;;9.216492815;45.46012769;45.46012769, 9.216492815
4;4165;parco;Formentano;largo Marinai d'Italia;Ping Pong;DICEMBRE;;;;9.216492815;45.46012769;45.46012769, 9.216492815
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;GENNAIO;7;20;;9.227048143;45.45276463;45.45276463, 9.227048143
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;FEBBRAIO;7;20;;9.227048143;45.45276463;45.45276463, 9.227048143
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;MARZO;7;20;;9.227048143;45.45276463;45.45276463, 9.227048143
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;APRILE;7;20;;9.227048143;45.45276463;45.45276463, 9.227048143
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;MAGGIO;7;22;;9.227048143;45.45276463;45.45276463, 9.227048143
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;GIUGNO;7;22;;9.227048143;45.45276463;45.45276463, 9.227048143
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;LUGLIO;7;22;;9.227048143;45.45276463;45.45276463, 9.227048143
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;AGOSTO;7;22;;9.227048143;45.45276463;45.45276463, 9.227048143
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;SETTEMBRE;7;22;;9.227048143;45.45276463;45.45276463, 9.227048143
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;OTTOBRE;7;20;;9.227048143;45.45276463;45.45276463, 9.227048143
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;NOVEMBRE;7;20;;9.227048143;45.45276463;45.45276463, 9.227048143
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;DICEMBRE;7;20;;9.227048143;45.45276463;45.45276463, 9.227048143
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;GENNAIO;7;20;;9.227129166;45.45274703;45.45274703, 9.227129166
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;FEBBRAIO;7;20;;9.227129166;45.45274703;45.45274703, 9.227129166
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;MARZO;7;20;;9.227129166;45.45274703;45.45274703, 9.227129166
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;APRILE;7;20;;9.227129166;45.45274703;45.45274703, 9.227129166
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;MAGGIO;7;22;;9.227129166;45.45274703;45.45274703, 9.227129166
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;GIUGNO;7;22;;9.227129166;45.45274703;45.45274703, 9.227129166
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;LUGLIO;7;22;;9.227129166;45.45274703;45.45274703, 9.227129166
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;AGOSTO;7;22;;9.227129166;45.45274703;45.45274703, 9.227129166
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;SETTEMBRE;7;22;;9.227129166;45.45274703;45.45274703, 9.227129166
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;OTTOBRE;7;20;;9.227129166;45.45274703;45.45274703, 9.227129166
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;NOVEMBRE;7;20;;9.227129166;45.45274703;45.45274703, 9.227129166
4;4169;vie;Cadibona - Monte Velino;campo giochi;Bocce;DICEMBRE;7;20;;9.227129166;45.45274703;45.45274703, 9.227129166
4;4180;viale;Lazio;filare alberato - area a verde;Bocce;GENNAIO;7;20;;9.207612737;45.45539857;45.45539857, 9.207612737
4;4180;viale;Lazio;filare alberato - area a verde;Bocce;FEBBRAIO;7;20;;9.207612737;45.45539857;45.45539857, 9.207612737
4;4180;viale;Lazio;filare alberato - area a verde;Bocce;MARZO;7;20;;9.207612737;45.45539857;45.45539857, 9.207612737
4;4180;viale;Lazio;filare alberato - area a verde;Bocce;APRILE;7;21;;9.207612737;45.45539857;45.45539857, 9.207612737
4;4180;viale;Lazio;filare alberato - area a verde;Bocce;MAGGIO;7;22;;9.207612737;45.45539857;45.45539857, 9.207612737
4;4180;viale;Lazio;filare alberato - area a verde;Bocce;GIUGNO;7;22;;9.207612737;45.45539857;45.45539857, 9.207612737
4;4180;viale;Lazio;filare alberato - area a verde;Bocce;LUGLIO;7;22;;9.207612737;45.45539857;45.45539857, 9.207612737
4;4180;viale;Lazio;filare alberato - area a verde;Bocce;AGOSTO;7;22;;9.207612737;45.45539857;45.45539857, 9.207612737
4;4180;viale;Lazio;filare alberato - area a verde;Bocce;SETTEMBRE;7;22;;9.207612737;45.45539857;45.45539857, 9.207612737
4;4180;viale;Lazio;filare alberato - area a verde;Bocce;OTTOBRE;7;21;;9.207612737;45.45539857;45.45539857, 9.207612737
4;4180;viale;Lazio;filare alberato - area a verde;Bocce;NOVEMBRE;7;20;;9.207612737;45.45539857;45.45539857, 9.207612737
4;4180;viale;Lazio;filare alberato - area a verde;Bocce;DICEMBRE;7;20;;9.207612737;45.45539857;45.45539857, 9.207612737
4;4180;viale;Lazio;filare alberato - area a verde;Volley;GENNAIO;7;20;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Volley;FEBBRAIO;7;20;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Volley;MARZO;7;20;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Volley;APRILE;7;21;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Volley;MAGGIO;7;22;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Volley;GIUGNO;7;22;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Volley;LUGLIO;7;22;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Volley;AGOSTO;7;22;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Volley;SETTEMBRE;7;22;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Volley;OTTOBRE;7;21;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Volley;NOVEMBRE;7;20;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Volley;DICEMBRE;7;20;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Basket;GENNAIO;7;20;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Basket;FEBBRAIO;7;20;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Basket;MARZO;7;20;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Basket;APRILE;7;21;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Basket;MAGGIO;7;22;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Basket;GIUGNO;7;22;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Basket;LUGLIO;7;22;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Basket;AGOSTO;7;22;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Basket;SETTEMBRE;7;22;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Basket;OTTOBRE;7;21;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Basket;NOVEMBRE;7;20;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4180;viale;Lazio;filare alberato - area a verde;Basket;DICEMBRE;7;20;;9.208419054;45.45507697;45.45507697, 9.208419054
4;4202;piazza;Insubria;area a verde;Pattinaggio;GENNAIO;;;;9.220392423;45.45300005;45.45300005, 9.220392423
4;4202;piazza;Insubria;area a verde;Pattinaggio;FEBBRAIO;;;;9.220392423;45.45300005;45.45300005, 9.220392423
4;4202;piazza;Insubria;area a verde;Pattinaggio;MARZO;;;;9.220392423;45.45300005;45.45300005, 9.220392423
4;4202;piazza;Insubria;area a verde;Pattinaggio;APRILE;;;;9.220392423;45.45300005;45.45300005, 9.220392423
4;4202;piazza;Insubria;area a verde;Pattinaggio;MAGGIO;;;;9.220392423;45.45300005;45.45300005, 9.220392423
4;4202;piazza;Insubria;area a verde;Pattinaggio;GIUGNO;;;;9.220392423;45.45300005;45.45300005, 9.220392423
4;4202;piazza;Insubria;area a verde;Pattinaggio;LUGLIO;;;;9.220392423;45.45300005;45.45300005, 9.220392423
4;4202;piazza;Insubria;area a verde;Pattinaggio;AGOSTO;;;;9.220392423;45.45300005;45.45300005, 9.220392423
4;4202;piazza;Insubria;area a verde;Pattinaggio;SETTEMBRE;;;;9.220392423;45.45300005;45.45300005, 9.220392423
4;4202;piazza;Insubria;area a verde;Pattinaggio;OTTOBRE;;;;9.220392423;45.45300005;45.45300005, 9.220392423
4;4202;piazza;Insubria;area a verde;Pattinaggio;NOVEMBRE;;;;9.220392423;45.45300005;45.45300005, 9.220392423
4;4202;piazza;Insubria;area a verde;Pattinaggio;DICEMBRE;;;;9.220392423;45.45300005;45.45300005, 9.220392423
4;4213;via;Sulmona;area a verde;Pattinaggio;GENNAIO;;;;9.228511814;45.44428614;45.44428614, 9.228511814
4;4213;via;Sulmona;area a verde;Pattinaggio;FEBBRAIO;;;;9.228511814;45.44428614;45.44428614, 9.228511814
4;4213;via;Sulmona;area a verde;Pattinaggio;MARZO;;;;9.228511814;45.44428614;45.44428614, 9.228511814
4;4213;via;Sulmona;area a verde;Pattinaggio;APRILE;;;;9.228511814;45.44428614;45.44428614, 9.228511814
4;4213;via;Sulmona;area a verde;Pattinaggio;MAGGIO;;;;9.228511814;45.44428614;45.44428614, 9.228511814
4;4213;via;Sulmona;area a verde;Pattinaggio;GIUGNO;;;;9.228511814;45.44428614;45.44428614, 9.228511814
4;4213;via;Sulmona;area a verde;Pattinaggio;LUGLIO;;;;9.228511814;45.44428614;45.44428614, 9.228511814
4;4213;via;Sulmona;area a verde;Pattinaggio;AGOSTO;;;;9.228511814;45.44428614;45.44428614, 9.228511814
4;4213;via;Sulmona;area a verde;Pattinaggio;SETTEMBRE;;;;9.228511814;45.44428614;45.44428614, 9.228511814
4;4213;via;Sulmona;area a verde;Pattinaggio;OTTOBRE;;;;9.228511814;45.44428614;45.44428614, 9.228511814
4;4213;via;Sulmona;area a verde;Pattinaggio;NOVEMBRE;;;;9.228511814;45.44428614;45.44428614, 9.228511814
4;4213;via;Sulmona;area a verde;Pattinaggio;DICEMBRE;;;;9.228511814;45.44428614;45.44428614, 9.228511814
4;4218;via;Ravenna;campo giochi;Calcio a 11;GENNAIO;;;;9.219950588;45.43420101;45.43420101, 9.219950588
4;4218;via;Ravenna;campo giochi;Calcio a 11;FEBBRAIO;;;;9.219950588;45.43420101;45.43420101, 9.219950588
4;4218;via;Ravenna;campo giochi;Calcio a 11;MARZO;;;;9.219950588;45.43420101;45.43420101, 9.219950588
4;4218;via;Ravenna;campo giochi;Calcio a 11;APRILE;;;;9.219950588;45.43420101;45.43420101, 9.219950588
4;4218;via;Ravenna;campo giochi;Calcio a 11;MAGGIO;;;;9.219950588;45.43420101;45.43420101, 9.219950588
4;4218;via;Ravenna;campo giochi;Calcio a 11;GIUGNO;;;;9.219950588;45.43420101;45.43420101, 9.219950588
4;4218;via;Ravenna;campo giochi;Calcio a 11;LUGLIO;;;;9.219950588;45.43420101;45.43420101, 9.219950588
4;4218;via;Ravenna;campo giochi;Calcio a 11;AGOSTO;;;;9.219950588;45.43420101;45.43420101, 9.219950588
4;4218;via;Ravenna;campo giochi;Calcio a 11;SETTEMBRE;;;;9.219950588;45.43420101;45.43420101, 9.219950588
4;4218;via;Ravenna;campo giochi;Calcio a 11;OTTOBRE;;;;9.219950588;45.43420101;45.43420101, 9.219950588
4;4218;via;Ravenna;campo giochi;Calcio a 11;NOVEMBRE;;;;9.219950588;45.43420101;45.43420101, 9.219950588
4;4218;via;Ravenna;campo giochi;Calcio a 11;DICEMBRE;;;;9.219950588;45.43420101;45.43420101, 9.219950588
4;4245;vie;Longanesi - Nervesa;campo giochi;Volley;GENNAIO;7;17;;9.217613579;45.44458248;45.44458248, 9.217613579
4;4245;vie;Longanesi - Nervesa;campo giochi;Volley;FEBBRAIO;7;17;;9.217613579;45.44458248;45.44458248, 9.217613579
